video_id,channel_id,video_title,channel_title,category_name,live_upcoming_none,view_count,like_count,dislike_count,comment_count,published_at,tags,duration,definition,caption,thumbnail,url
zn2Rz9RfG9o,UCknLrEdhRCp1aegoMqRaCZg,putin acknowledges the war in ukraine could turn into a longterm process  dw news,DW News,News & Politics,none,149581,2178,0,1127,2022-12-08T09:58:36Z,"DW News,ukraine war,war in ukraine,putin,zelensky,russia,russia news,ukraine news",PT6M57S,hd,False,https://i.ytimg.com/vi/zn2Rz9RfG9o/default.jpg,https://www.youtube.com/watch?v=zn2Rz9RfG9o
wZ0CkIavY6M,UCknLrEdhRCp1aegoMqRaCZg,angela merkel on ukraine putin and her legacy  dw news,DW News,News & Politics,none,743451,7935,0,3556,2022-06-07T21:37:58Z,"DW News,angela merkel,merkel putin,putin,ukriane,ukraine invasion,russia,russia merkel,russia ukraine,ukraine war",PT12M39S,hd,False,https://i.ytimg.com/vi/wZ0CkIavY6M/default.jpg,https://www.youtube.com/watch?v=wZ0CkIavY6M
SMajr6MF15o,UCknLrEdhRCp1aegoMqRaCZg,ukraine a path to peace with parallel counteroffensive preparations  dw news,DW News,News & Politics,none,71828,883,0,597,2023-04-27T14:45:03Z,"DW News,war in ukraine,ukraine war,russia ukraine war,ukraine peace plan,ukraine counteroffensive,ukraine china",PT7M43S,hd,False,https://i.ytimg.com/vi/SMajr6MF15o/default.jpg,https://www.youtube.com/watch?v=SMajr6MF15o
pC2ckj9PvP4,UCupvZG-5ko_eiXAupbDfxWw,can ukraine retake land from russia hear nato chiefs prediction,CNN,News & Politics,none,704804,7555,0,3486,2023-04-18T19:41:00Z,,PT8M44S,sd,True,https://i.ytimg.com/vi/pC2ckj9PvP4/default.jpg,https://www.youtube.com/watch?v=pC2ckj9PvP4
EaM_rmBOmAw,UCupvZG-5ko_eiXAupbDfxWw,russia has started a new offensive in ukraine says nato chief,CNN,News & Politics,none,326058,3533,0,2538,2023-02-13T23:17:47Z,"Jens Stoltenberg,Mike Lyons,David McKenzie,Ukraine,Russia,offensive,NATO",PT9M46S,hd,True,https://i.ytimg.com/vi/EaM_rmBOmAw/default.jpg,https://www.youtube.com/watch?v=EaM_rmBOmAw
scT6U-epMFE,UCupvZG-5ko_eiXAupbDfxWw,ukraine can win this war says nato chief,CNN,News & Politics,none,602238,8105,0,4381,2022-10-14T23:55:06Z,"latest News,Happening Now,CNN,NATO,Secretary General,Jens Stoltenberg,Stoltenberg,Ukraine,Russia,War,conflict,strikes,interview,Amanpour,Christiane Amanpour,OTAN",PT10M31S,hd,True,https://i.ytimg.com/vi/scT6U-epMFE/default.jpg,https://www.youtube.com/watch?v=scT6U-epMFE
0K066A_XXss,UCupvZG-5ko_eiXAupbDfxWw,former nato commander warns ukraine conflict will get worse,CNN,News & Politics,none,710359,7106,0,2846,2022-03-25T16:33:07Z,"latest News,Happening Now,CNN,CNN Newsroom,John Berman,Poppy Harlow,Russia,Ukraine,Vladimir Putin,World",PT4M42S,sd,True,https://i.ytimg.com/vi/0K066A_XXss/default.jpg,https://www.youtube.com/watch?v=0K066A_XXss
rga5iSITzAk,UCupvZG-5ko_eiXAupbDfxWw,huge problem retired colonel on russia hitting ukraine with  hypersonic missiles,CNN,News & Politics,none,662340,7511,0,3447,2023-03-10T20:26:49Z,"latest news,Happening Now,CNN,CNN Newsroom,Bianca Nobilo,Max Foster,Russia Ukraine War,Putin's War,Vladimir Putin,Volodymyr Zelensky,Russia Military,Ukraine Military,Ukraine Missile Defense,Bakhmut,Kyiv,Russia Invasion,Ukraine Counteroffensive,East Ukraine,South Ukraine,Donbas,Donetsk,NATO,Eastern Europe,Kate Bolduan,At This Hour,Don Lemon,Kaitlan Collins,Cedric Leighton,Mark Esper",PT4M59S,hd,True,https://i.ytimg.com/vi/rga5iSITzAk/default.jpg,https://www.youtube.com/watch?v=rga5iSITzAk
XWYhJ7NNF1c,UCupvZG-5ko_eiXAupbDfxWw,hear what russians think about western tanks for ukraine,CNN,News & Politics,none,3345981,26257,0,16567,2023-01-27T12:28:16Z,"latest news,Happening Now,CNN,Kim Brunhuber,CNN Newsroom,Nic Robertson,Salma Abdelaziz,Russia Ukraine War,Moscow,Kremlin,Putin's War,Vladimir Putin,Germany Tanks,US Tanks,Leopard 2 Tanks,Abrams Tanks,Ukraine Tanks,Ukraine Military Aid,Ukraine Military,Ukraine Troops,Ukraine Counteroffensive,Russia Military,Russia Troops,Eastern Europe",PT6M16S,hd,True,https://i.ytimg.com/vi/XWYhJ7NNF1c/default.jpg,https://www.youtube.com/watch?v=XWYhJ7NNF1c
H_djyPEfkSI,UCupvZG-5ko_eiXAupbDfxWw,historian predicts how russias war in ukraine could end,CNN,News & Politics,none,2021965,14205,0,4591,2023-02-25T14:51:16Z,,PT4M43S,hd,True,https://i.ytimg.com/vi/H_djyPEfkSI/default.jpg,https://www.youtube.com/watch?v=H_djyPEfkSI
2g4kkHnWp2M,UCupvZG-5ko_eiXAupbDfxWw,russia is sending some us weapons captured in ukraine to iran,CNN,News & Politics,none,464825,4480,0,2957,2023-03-10T14:09:50Z,"latest news,Happening Now,CNN,Kaitlan Collins,Don Lemon,CNN This Morning,Natasha Bertrand,Mark Esper,US Weapons,NATO Weapons,Russia Iran,Iran Weapons,Russia Ukraine War,Putin's War,Russia Military,Ukraine Military,Ukraine Military Aid,Vladimir Putin,Javelin Missiles,Javelin Anti-Tank,Reverse Engineering",PT7M13S,hd,True,https://i.ytimg.com/vi/2g4kkHnWp2M/default.jpg,https://www.youtube.com/watch?v=2g4kkHnWp2M
mAG_IUCVAXk,UCupvZG-5ko_eiXAupbDfxWw,boris johnson reacts to putins war in ukraine,CNN,News & Politics,none,644417,11559,0,4022,2023-02-22T02:50:38Z,,PT10M12S,hd,True,https://i.ytimg.com/vi/mAG_IUCVAXk/default.jpg,https://www.youtube.com/watch?v=mAG_IUCVAXk
G2Xrs6vg_Ws,UCupvZG-5ko_eiXAupbDfxWw,russia continues to pay severely top us general on ukraine war,CNN,News & Politics,none,1469393,16408,0,7834,2023-03-16T18:45:00Z,"latest news,Happening Now,CNN,Chairman of the Joint Chiefs of Staff,General Mark Milley,US Defense Secretary,Lloyd Austin,Ukraine Defense Contact Group,Russia Ukraine War,Putin's War,Russia Invasion,Ukraine Counteroffensive,Russia Military,Wagner Group,Bakhmut,Ukraine Military,US Drone,Reaper Drone,MQ-9 Reaper,Black Sea,NATO,Eastern Europe,Vladimir Putin,Volodymyr Zelensky",PT8M17S,hd,True,https://i.ytimg.com/vi/G2Xrs6vg_Ws/default.jpg,https://www.youtube.com/watch?v=G2Xrs6vg_Ws
3tRdK5Vwkpk,UCupvZG-5ko_eiXAupbDfxWw,see the destruction left after massive russian missile attack on ukraine,CNN,News & Politics,none,136936,1301,0,1093,2023-03-10T03:25:13Z,"CNNI,World News,Russia,Ukraine,Putin,Jeff Zeleny",PT10M25S,hd,True,https://i.ytimg.com/vi/3tRdK5Vwkpk/default.jpg,https://www.youtube.com/watch?v=3tRdK5Vwkpk
6OEbC60v6z4,UCupvZG-5ko_eiXAupbDfxWw,can ukraine push out russia see top us generals blunt assessment,CNN,News & Politics,none,2094433,21521,0,8038,2022-11-17T14:03:46Z,,PT6M36S,hd,False,https://i.ytimg.com/vi/6OEbC60v6z4/default.jpg,https://www.youtube.com/watch?v=6OEbC60v6z4
JW4tJlpkpxY,UCupvZG-5ko_eiXAupbDfxWw,ukraine will pay if germany sends it tanks russia warns,CNN,News & Politics,none,1094379,10587,0,9708,2023-01-23T17:28:41Z,"latest news,Happening now,CNN,Kate Bolduan,At This Hour,Jim Sciutto,CNN Newsroom,Fred Pleitgen,Mark Hertling,Rep. Chrissy Houlahan,Ukraine Tanks,Germany Tanks,Leopard 2 Tanks,Abrams Tanks,Ukraine Military Aid,Russia Ukraine War,Putin's War,Kremlin,Vladimir Putin,Dmitry Peskov,Russia Warning,Russia Military,Ukraine Miltary,Ukraine Counteroffensive,Russia Invasion,Kyiv",PT10M45S,hd,True,https://i.ytimg.com/vi/JW4tJlpkpxY/default.jpg,https://www.youtube.com/watch?v=JW4tJlpkpxY
IYscbQYS3Bg,UCupvZG-5ko_eiXAupbDfxWw,top us general says ejecting russia from ukraine will be difficult this year,CNN,News & Politics,none,647640,5860,0,4202,2023-01-20T18:52:40Z,"latest news,Happening Now,CNN,John King,Inside Politics,General Mark Milley,Chairman of the Joint Chiefs of Staff,Defense Secretary Lloyd Austin,Russia Ukraine War,Putin's War,Vladimir Putin,Russia Invasion,Ukraine Counteroffensive,Ukraine Military Aid,Ukraine Tanks,M1 Tanks,Abrams Tanks,Ramstein Air Base,Leopard 2 Tanks,Ukraine Defense Contact Group,Oren Liebermann,Natasha Bertrand,Katie Bo Lillis,William Burns,CIA Director",PT10M4S,hd,False,https://i.ytimg.com/vi/IYscbQYS3Bg/default.jpg,https://www.youtube.com/watch?v=IYscbQYS3Bg
Ztls3lQ769s,UCupvZG-5ko_eiXAupbDfxWw,wagner leader issues ominous warning about his troops in ukraine,CNN,News & Politics,none,1070484,10902,0,5660,2023-04-29T01:36:46Z,,PT10M59S,hd,False,https://i.ytimg.com/vi/Ztls3lQ769s/default.jpg,https://www.youtube.com/watch?v=Ztls3lQ769s
EQQkg2yeT4o,UCupvZG-5ko_eiXAupbDfxWw,russia launches overnight aerial assault across ukraine,CNN,News & Politics,none,264859,2946,0,2830,2023-03-09T17:00:17Z,"CNN,news,Top news,Russia,Ukraine,World,Cedric Leighton,Don Lemon,Poppy Harlow,Ivan Watson,Lviv,Kyiv,Zaporizhzhia,power plant,missiles,strike,weapons,war,CNN This Morning,ballistic,kinzhal,air defense,military",PT9M12S,hd,True,https://i.ytimg.com/vi/EQQkg2yeT4o/default.jpg,https://www.youtube.com/watch?v=EQQkg2yeT4o
NLl5scTPNgU,UCupvZG-5ko_eiXAupbDfxWw,anger grows in russia over ukraines new years day strike on russian troops,CNN,News & Politics,none,1252834,12096,0,6935,2023-01-03T19:07:09Z,"latest news,Happening Now,CNN,Eleni Giokos,Connect The World,Scott McLean,Makiivka,Donetsk Region,Vocational School,Ukraine Missile Strike,HIMARS,Ukraine Counteroffensive,Russia Military,Russia Troops,Ukraine Military,Ukraine Troops,Volodymyr Zelensky,Russia Ukraine War,Putin's War,Vladimir Putin,East Ukraine,South Ukraine",PT4M2S,hd,True,https://i.ytimg.com/vi/NLl5scTPNgU/default.jpg,https://www.youtube.com/watch?v=NLl5scTPNgU
U4qxgQNm2Js,UCupvZG-5ko_eiXAupbDfxWw,retired colonel predicts what putin might do to ukraine in ,CNN,News & Politics,none,674637,6502,0,4638,2023-01-01T23:47:44Z,"russia,vladimir putin,world news,ukraine,clare sebastian,cedric leighton",PT5M41S,hd,False,https://i.ytimg.com/vi/U4qxgQNm2Js/default.jpg,https://www.youtube.com/watch?v=U4qxgQNm2Js
iNaDJ1kKFQI,UCupvZG-5ko_eiXAupbDfxWw,trump cozies up to putin says russia will take over ukraine,CNN,News & Politics,none,368177,3515,0,4222,2023-03-30T18:19:56Z,"latest news,Happening Now,CNN,Abby Phillip,Inside Politics,Jeremy Diamond,Donald Trump,Gov. Ron DeSantis,Vladimir Putin,Election 2024,Russia Ukraine War,GOP,Republican,Putin's War,Trump Putin,Florida Governor,Ukraine Military Aid,Disney,Florida Politcs,Eastern Europe,NATO,Russia US Relations",PT5M48S,hd,True,https://i.ytimg.com/vi/iNaDJ1kKFQI/default.jpg,https://www.youtube.com/watch?v=iNaDJ1kKFQI
0nvyZ88d_V0,UCupvZG-5ko_eiXAupbDfxWw,retired colonel very concerned about us weapon shortages for ukraine,CNN,News & Politics,none,374273,3577,0,2760,2022-11-20T01:45:00Z,"Cedric Leighton,Brianna Keilar,Pamela Brown,Lloyd Austin,James Comer,Republicans,Ukraine,Russia",PT6M,hd,True,https://i.ytimg.com/vi/0nvyZ88d_V0/default.jpg,https://www.youtube.com/watch?v=0nvyZ88d_V0
Tif3cpq51aw,UCupvZG-5ko_eiXAupbDfxWw,retired general on how us tanks could affect ukraine battlefield,CNN,News & Politics,none,374625,4797,0,2709,2023-01-24T23:57:46Z,"wesley clark,wolf blitzer,Jill Doughtery,Richard Blumenthal,Russia,Ukraine,Tanks,Germany",PT6M30S,hd,True,https://i.ytimg.com/vi/Tif3cpq51aw/default.jpg,https://www.youtube.com/watch?v=Tif3cpq51aw
FjO0DE8DZlA,UCupvZG-5ko_eiXAupbDfxWw,putin makes concession about ukraine war in meeting with china,CNN,News & Politics,none,566192,5479,0,2559,2022-09-16T13:46:29Z,"latest News,Happening Now,CNN,Michael Holmes,CNN Newsroom,Ivan Watson,Steven Jiang,Vladimir Putin,Xi Jingping,Samarkand Summit,Russia China,Russia Ukraine War,Putin's War,Russia Invasion,Ukraine Counteroffensive,Ukraine Military,Ukraine Troops,Russia Military,Russia Troops,East Ukraine,Eastern Europe",PT5M13S,hd,True,https://i.ytimg.com/vi/FjO0DE8DZlA/default.jpg,https://www.youtube.com/watch?v=FjO0DE8DZlA
sRkuIiGSrAY,UCupvZG-5ko_eiXAupbDfxWw,retired colonel shows russias strategy in eastern ukraine,CNN,News & Politics,none,716812,5652,0,2373,2023-01-30T16:52:52Z,"#CNN,#Newsroom,#Russia,#War,#Ukraine,#Strategy,#RetiredColonel,Cedric Leighton",PT4M37S,hd,True,https://i.ytimg.com/vi/sRkuIiGSrAY/default.jpg,https://www.youtube.com/watch?v=sRkuIiGSrAY
kb0bFDbUzzw,UCupvZG-5ko_eiXAupbDfxWw,retired admiral predicts how ukraine could possibly win war against russia,CNN,News & Politics,none,696191,6920,0,2739,2023-04-02T18:14:15Z,"Ukraine,Russia,World,William McRaven,Fareed Zakaria",PT3M45S,hd,True,https://i.ytimg.com/vi/kb0bFDbUzzw/default.jpg,https://www.youtube.com/watch?v=kb0bFDbUzzw
LRUggpdkcxM,UCupvZG-5ko_eiXAupbDfxWw,secret russian document outlines plan for destabilizing ukraine neighbor,CNN,News & Politics,none,236754,2747,0,1273,2023-03-17T02:30:07Z,"Moldova,Russia,Ukraine,FSB,Nic Robertson",PT3M32S,hd,True,https://i.ytimg.com/vi/LRUggpdkcxM/default.jpg,https://www.youtube.com/watch?v=LRUggpdkcxM
FPts4-j_HLk,UCupvZG-5ko_eiXAupbDfxWw,a top us intelligence official assesses where russias war in ukraine stands now,CNN,News & Politics,none,814466,10335,0,3432,2023-01-22T16:06:51Z,"world news,russia invasion,ukraine invasion,russia war",PT5M57S,hd,True,https://i.ytimg.com/vi/FPts4-j_HLk/default.jpg,https://www.youtube.com/watch?v=FPts4-j_HLk
70v6RmJj31E,UCupvZG-5ko_eiXAupbDfxWw,china releases point peace plan for russiaukraine war,CNN,News & Politics,none,279780,2778,0,3009,2023-02-25T17:00:05Z,"China,Russia,Ukraine,War,Peace plan,Marc Stewart,CNN This Morning Weekend",PT8M13S,hd,True,https://i.ytimg.com/vi/70v6RmJj31E/default.jpg,https://www.youtube.com/watch?v=70v6RmJj31E
FVggzozBWX4,UCupvZG-5ko_eiXAupbDfxWw,suffering will increase hear russias response to german tanks for ukraine,CNN,News & Politics,none,669533,4968,0,4825,2023-01-25T20:00:06Z,"Leopard 2 tanks,germany,ukraine war,russia,Fred Pleitgen,Chancellor Olaf Scholz",PT6M16S,hd,True,https://i.ytimg.com/vi/FVggzozBWX4/default.jpg,https://www.youtube.com/watch?v=FVggzozBWX4
ZXFrgEK1f9w,UCupvZG-5ko_eiXAupbDfxWw,over  russian missiles hit ukraine after peace plan announced,CNN,News & Politics,none,697909,6692,0,5155,2022-11-15T18:06:13Z,"latest news,Happening Now,CNN,Lynda Kinkade,Connect The World,Sam Kiley,Nic Robertson,MJ Lee,Russia Ukraine War,Putin's War,Russia Missile Strikes,Russia Missiles,Russia Military,Russia Troops,Ukraine Military,Ukraine Troops,Ukraine Counteroffensive,Volodymyr Zelensky,Kyiv,Lviv,Kharkiv,G20 Summit,Bali,Indonesia",PT9M53S,hd,True,https://i.ytimg.com/vi/ZXFrgEK1f9w/default.jpg,https://www.youtube.com/watch?v=ZXFrgEK1f9w
NuYW883L-XE,UCupvZG-5ko_eiXAupbDfxWw,kremlin patriot missiles arriving in ukraine will be a prime target for russian airstrikes,CNN,News & Politics,none,718258,6346,0,3962,2022-12-15T04:26:41Z,,PT5M39S,hd,True,https://i.ytimg.com/vi/NuYW883L-XE/default.jpg,https://www.youtube.com/watch?v=NuYW883L-XE
N95hI4VpRQ8,UCupvZG-5ko_eiXAupbDfxWw,white house official in ukraine time is not our friend,CNN,News & Politics,none,285058,3495,0,1930,2023-01-23T19:57:48Z,"latest news,Happening Now,CNN,Christiane Amanpour,Amanpour,John Kirby,National Security Council coordinator for strategic communications,White House,Biden Administration,Russia Ukraine War,Russia Spring Offensive,Ukraine Military Aid,Abrams Tanks,Leopard 2 Tanks,Germany Tanks,Russia Invasion,Putin's War,Vladimir Putin,Dmitry Peskov,Ukraine Counteroffensive,Russia Military,Ukraine Military",PT10M24S,hd,True,https://i.ytimg.com/vi/N95hI4VpRQ8/default.jpg,https://www.youtube.com/watch?v=N95hI4VpRQ8
Uk0g2MiWY-I,UCupvZG-5ko_eiXAupbDfxWw,cnn gets rare access inside a plant making ammo for ukraine,CNN,News & Politics,none,564386,7200,0,2495,2023-02-17T12:35:00Z,"ukraine,russia,ammunition,cnn,oren liebermann,US,latest news,Happening Now,Russia Ukraine War,Putin's War,Ukraine Military,Ukraine Troops,Ukraine Military Aid,Russia Invasion,Vladimir Putin,Volodymyr Zelensky,Eastern Europe",PT6M49S,hd,True,https://i.ytimg.com/vi/Uk0g2MiWY-I/default.jpg,https://www.youtube.com/watch?v=Uk0g2MiWY-I
0njyNiIrKww,UCupvZG-5ko_eiXAupbDfxWw,exmilitary leaders fight for kherson could determine outcome of ukraine war,CNN,News & Politics,none,220133,2519,0,705,2022-11-07T23:54:19Z,,PT9M52S,hd,True,https://i.ytimg.com/vi/0njyNiIrKww/default.jpg,https://www.youtube.com/watch?v=0njyNiIrKww
K2erFXx8PrU,UCupvZG-5ko_eiXAupbDfxWw,weapons weapons and weapons top zelensky aide on what ukraine really needs,CNN,News & Politics,none,207433,2521,0,2464,2023-01-16T19:49:33Z,"latest news,Happening Now,CNN,Dnipro,Dnipro Apartment Attack,Russia Missile Attack,Russia Missile Strike,KH-22 Missile,KH-22,Kursk,Sea of Azov,Russia Military,Vladimir Putin,Volodymyr Zelensky,Russia Ukraine War,Putin's War,South Ukraine,Russia Invasion,Eastern Europe,Christiane Amanpour,Amanpour,Igor Zhovkva,Zelensky Adviser,Ukraine Military,Ukraine,Ukraine Troops,Ukraine Military Aid",PT10M32S,hd,True,https://i.ytimg.com/vi/K2erFXx8PrU/default.jpg,https://www.youtube.com/watch?v=K2erFXx8PrU
w8ICxUVmrio,UCupvZG-5ko_eiXAupbDfxWw,expert says ukraine must cross putins red line to win,CNN,News & Politics,none,1238256,13879,0,6678,2023-02-05T19:00:21Z,,PT6M55S,hd,True,https://i.ytimg.com/vi/w8ICxUVmrio/default.jpg,https://www.youtube.com/watch?v=w8ICxUVmrio
qKX_TESWwg0,UCupvZG-5ko_eiXAupbDfxWw,putin critic jailed for  years after publicly criticizing ukraine war,CNN,News & Politics,none,93708,1062,0,888,2023-04-18T00:45:02Z,"Russia,Russia Ukraine war,Vladimir Putin,Kremlin,Vladimir Kara-Murza,Russian human rights advocate,Matthew Chance,Alexander Ivanov,Naiv,Vadim Prokhorov,John Sullivan,Erin Burnett,Out Front,World News",PT10M35S,hd,True,https://i.ytimg.com/vi/qKX_TESWwg0/default.jpg,https://www.youtube.com/watch?v=qKX_TESWwg0
27P8jpuE1Ao,UCupvZG-5ko_eiXAupbDfxWw,hear how desantis flipflopped on backing ukraine in its fight against russia,CNN,News & Politics,none,67989,846,0,1431,2023-03-14T18:45:58Z,"latest news,Happening Now,CNN,John King,Inside Politics,Dana Bash,Francesca Chambers,Alex Burns,Gov. Ron DeSantis,DeSantis Ukraine,Ukraine Military Aid,DeSantis Congress,Election 2024,Florida Governor,Barack Obama,Russia Ukraine War,Putin's War,Vladimir Putin,Russia Invasion,Ukraine Counteroffensive",PT5M53S,hd,True,https://i.ytimg.com/vi/27P8jpuE1Ao/default.jpg,https://www.youtube.com/watch?v=27P8jpuE1Ao
CkvAw7oltKw,UCupvZG-5ko_eiXAupbDfxWw,putins reputed girlfriend makes public comments about ukraine war,CNN,News & Politics,none,671250,5504,0,2498,2023-02-07T04:03:51Z,"Vladimir Putin,Russian President,Russian President Vladimir Putin,Putin,girlfriend,Putin's reputed girlfriend,Alina Kabaeva,war propaganda,propaganda,Kalashnikov,Ukraine,war,Russia,public comments",PT3M9S,hd,True,https://i.ytimg.com/vi/CkvAw7oltKw/default.jpg,https://www.youtube.com/watch?v=CkvAw7oltKw
QVVr3Tea0UE,UCupvZG-5ko_eiXAupbDfxWw,retired general predicts when ukraine will see new tanks,CNN,News & Politics,none,212626,3204,0,1241,2023-01-25T02:59:15Z,"Ukraine,Russia,Putin,Zelensky,Tanks,Abrams,Leopard,tank,battlefield,hertling,wolf blitzer,mark hertling,william taylor,katie bo lillis",PT4M10S,hd,True,https://i.ytimg.com/vi/QVVr3Tea0UE/default.jpg,https://www.youtube.com/watch?v=QVVr3Tea0UE
DgfbyFs09nE,UCupvZG-5ko_eiXAupbDfxWw,defense minister says ukraine is preparing for possible russian invasion from belarus,CNN,News & Politics,none,1301130,10610,0,3549,2022-12-14T16:32:36Z,"CNN,News,Top News,Ukraine,Russia,Will Ripley,Erin Burnett,Erin Burnett Outfront,World,Belarus,Vladimir Putin,war,weapons,military,combat,drills,defense minister,missile system",PT4M12S,hd,True,https://i.ytimg.com/vi/DgfbyFs09nE/default.jpg,https://www.youtube.com/watch?v=DgfbyFs09nE
JlzvLpiGRXg,UCupvZG-5ko_eiXAupbDfxWw,us officials finalizing plans to send patriot missiles to ukraine amid russian bombardment,CNN,News & Politics,none,60644,822,0,490,2022-12-15T01:32:01Z,,PT6M42S,hd,True,https://i.ytimg.com/vi/JlzvLpiGRXg/default.jpg,https://www.youtube.com/watch?v=JlzvLpiGRXg
BK6HEeeKwkc,UCupvZG-5ko_eiXAupbDfxWw,ret us army major explains how ukraine should approach the battle for bakhmut,CNN,News & Politics,none,675219,5715,0,2976,2023-03-06T13:20:57Z,"latest news,Happening Now,CNN,Don Lemon,CNN This Morning,Mike Lyons,Melissa Bell,Bakhmut,Bakhmut Battle,Donbas,East Ukraine,Wagner Group,Russia Military,Russia Troops,Ukraine Military,Ukraine Troops,Russia Ukraine War,Putin's War,Vladimir Putin,Volodymyr Zelensky,Russia Invasion,Ukraine Counteroffensive,Eastern Europe,NATO",PT6M47S,hd,True,https://i.ytimg.com/vi/BK6HEeeKwkc/default.jpg,https://www.youtube.com/watch?v=BK6HEeeKwkc
A1lTD26V_go,UCupvZG-5ko_eiXAupbDfxWw,russia launches deadly wave of strikes across ukraine,CNN,News & Politics,none,97168,858,0,1723,2023-04-28T12:20:17Z,"latest news,Happening Now,CNN,Kaitlan Collins,CNN This Morning,Nic Robertson,Uman,Ukraine,Russia Airstrikes,Russia Missiles,Russia Drones,Russia Ukraine War,Putin's War,Vladimir Putin,Volodymyr Zelensky,Russia Invasion,Ukraine Counteroffensive,Ukraine Military,Ukraine Air Defenses,Russia Military,Eastern Europe,Dnipro,Kyiv,Kyiv Region",PT4M31S,hd,True,https://i.ytimg.com/vi/A1lTD26V_go/default.jpg,https://www.youtube.com/watch?v=A1lTD26V_go
1BT5nXDhtOo,UCupvZG-5ko_eiXAupbDfxWw,macron russian resentment could be a reason putin chose to invade ukraine,CNN,News & Politics,none,1053986,13811,0,5801,2022-09-23T00:59:57Z,"latest News,Happening Now,CNN,Emmanuel Macron,French President,Russia,Putin,Ukraine",PT9M54S,hd,True,https://i.ytimg.com/vi/1BT5nXDhtOo/default.jpg,https://www.youtube.com/watch?v=1BT5nXDhtOo
r23aYe0Mw1w,UCupvZG-5ko_eiXAupbDfxWw,these maps explain why putin is invading ukraine,CNN,News & Politics,none,1054382,13835,0,3438,2022-03-02T17:08:11Z,"latest News,Happening Now,CNN,Russia,Ukraine,Putin,Maps,Explained,Russian Invasion,Crimea,Vladimir Putin",PT2M47S,hd,False,https://i.ytimg.com/vi/r23aYe0Mw1w/default.jpg,https://www.youtube.com/watch?v=r23aYe0Mw1w
6LHHiCpI39w,UCupvZG-5ko_eiXAupbDfxWw,russian officials false claim about the ukraine war draws laughter,CNN,News & Politics,none,162781,3080,0,1010,2023-03-03T20:54:04Z,,PT21S,hd,False,https://i.ytimg.com/vi/6LHHiCpI39w/default.jpg,https://www.youtube.com/watch?v=6LHHiCpI39w
QHvHMx0xzPo,UCupvZG-5ko_eiXAupbDfxWw,see how us weapons are helping ukraines army,CNN,News & Politics,none,2176614,19661,0,5510,2022-03-17T18:02:46Z,"latest News,Happening Now,CNN,Fred Pleitgen,World,Russia,Ukraine,US",PT2M35S,hd,False,https://i.ytimg.com/vi/QHvHMx0xzPo/default.jpg,https://www.youtube.com/watch?v=QHvHMx0xzPo
N4CrWWwxxGU,UCupvZG-5ko_eiXAupbDfxWw,former us marine now fighting russia speaks about ukraines counteroffensive,CNN,News & Politics,none,621838,7063,0,2441,2022-09-07T13:06:06Z,"latest News,Happening Now,CNN,ukraine,russia,Sam Kiley",PT4M15S,hd,True,https://i.ytimg.com/vi/N4CrWWwxxGU/default.jpg,https://www.youtube.com/watch?v=N4CrWWwxxGU
HxZvus1uPQw,UCupvZG-5ko_eiXAupbDfxWw,pink floyds cofounder accuses biden of huge crime in ukraine hear why,CNN,News & Politics,none,280259,2676,0,6205,2022-08-08T15:23:57Z,"latest News,Happening Now,CNN,John Berman,Brianna Keilar,New Day,Michael Smerconish,Roger Waters,Pink Floyd,Pink Floyd Co-Founder,Roger Waters Ukraine,Roger Waters Politics,President Joe Biden,China,Taiwan,China Taiwan Tension,Russia Ukraine War,Putin's War,Vladimir Putin,Volodymyr Zelensky",PT4M23S,hd,True,https://i.ytimg.com/vi/HxZvus1uPQw/default.jpg,https://www.youtube.com/watch?v=HxZvus1uPQw
q7o4qMw4SwU,UCupvZG-5ko_eiXAupbDfxWw,video appears to show moment cruise missile is shot down over ukraine,CNN,News & Politics,none,240786,2770,0,1131,2022-11-18T14:51:45Z,"latest news,Happening Now,CNN,Erin Burnett,Erin Burnett OutFront,James Spider Marks,Russia Cruise Missile,Ukraine Missile Defense,Russia Ukraine War,Putin's War,Dnipro,Kyiv,Lviv,Kharkiv,Ukraine Military,Ukraine Troops,Russia Military,Russia Troops,Vladimir Putin,Volodymyr Zelensky,Ukrainian Air Defense,Poland,President Joe Biden,Jake Sullivan,Bali,HIMARS,NATO",PT4M51S,hd,True,https://i.ytimg.com/vi/q7o4qMw4SwU/default.jpg,https://www.youtube.com/watch?v=q7o4qMw4SwU
AJcgldaZvRY,UC16niRr50-MSBwiO3YDb3RA,putin using winter as a weapon of war in ukraine says nato secretary general  bbc news,BBC News,News & Politics,none,86642,1371,0,1275,2022-11-29T11:30:04Z,"bbc,bbc news,news",PT4M24S,hd,False,https://i.ytimg.com/vi/AJcgldaZvRY/default.jpg,https://www.youtube.com/watch?v=AJcgldaZvRY
Is76HWa6x9o,UC16niRr50-MSBwiO3YDb3RA,nato military alliance promises to bolster support for ukraine amid russias war  bbc news,BBC News,News & Politics,none,136946,1846,0,1144,2022-06-30T13:00:23Z,"bbc,bbc news,news,Ukraine,Russia",PT5M47S,hd,False,https://i.ytimg.com/vi/Is76HWa6x9o/default.jpg,https://www.youtube.com/watch?v=Is76HWa6x9o
